Notebook 2 em 1 Lenovo,Intel Core i5 1135G7,8GB,256GB SSD, Tela 14",Placa Vídeo Intel Iris Xe,IdeaPad Flex 5i-82LT0 ; R$ 4.099,00 ;  Data: 14/10/2022 
Notebook Ultraportátil Dell X13-i1200-M10 13.4" Full HD+ 12ª ger. Plataforma Intel EVO Core i7 16GB 1TB SSD Win 11 ; R$ 10.376,10 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A515-54-57CS Intel Core i5 10210U 8GB 256GB Tela 15.6 Polegadas Windows 11 ; R$ 3.231,00 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad S145 81WT0005BR - Intel Celeron 4GB 500GB 15,6” LCD Windows 10 ; R$ 2.699,10 ;  Data: 14/10/2022 
Notebook Lenovo T460 ThinkPad I5 6ª - 8GB 240GB SSD ; R$ 2.099,00 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Celeron, Windows 11 Home, 4GB, 500GB, 15.6'' Full HD LED ; R$ 2.114,10 ;  Data: 14/10/2022 
Notebook Positivo Q232B Intel Atom 2GB 32GB SSD Windows 10 Tela 14 ; R$ 1.349,10 ;  Data: 14/10/2022 
Notebook Lenovo Flex 5i Core i5 8GB 256SSD 14" W11 Grafite ; R$ 4.267,99 ;  Data: 14/10/2022 
Notebook Compaq Presario 450 Intel Core i5 8GB - 240GB SSD 14,1” LED Windows 10 ; R$ 2.929,49 ;  Data: 14/10/2022 
Notebook Acer Aspire 3, Tela de 14", Intel Celeron-N4500, Windows 11, SSD 128GB, Prata ; R$ 2.899,00 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-U40P 15.6" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Linux ; R$ 3.743,10 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Core i7 8GB 256GB SSD - Full HD + Pacote Office 365 Personal 1 Ano Digital ; R$ 4.318,20 ;  Data: 14/10/2022 
Notebook Gamer Dell G15-i1200-M10BP 15.6" FHD 12ª Geração Intel Core i5 8GB 256GB SSD NVIDIA RTX 3050 Win 11 com Mochila ; R$ 6.722,10 ;  Data: 14/10/2022 
Notebook Samsung Book I5 8GB 512GB SSD 15.6 Windows 11 Cinza Chumbo ; R$ 4.267,03 ;  Data: 14/10/2022 
Notebook acer a314-35-c4cz celeron n4500 4gb 256gb ssd 14" fhd win10 home - nx.awbal.004 ; R$ 2.800,00 ;  Data: 14/10/2022 
Notebook Positivo Motion Plus Intel Atom 4gb 64gb SSD Q464C ; R$ 1.529,92 ;  Data: 14/10/2022 
Notebook Gamer Dell Alienware m15 R6 Intel Core i7-11800H, GeForce RTX 3070, 16GB RAM, SSD 1TB, 15.6 FHD 165Hz, Win 11, Preto - AW15-i1100-A30P ; R$ 10.999,99 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 3000 a0700-MM20P 15.6" FHD AMD Ryzen 7 8GB 256GB SSD Windows 11 Preto ; R$ 3.725,10 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3i Intel Core i5-10210U, 8GB, SSD 256GB, Windows 11, 15.6, Prata - 82BS000GBR ; R$ 3.449,99 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 A315-34-C9WH Intel Celeron N4020 4GB 128GB SSD W11 15.6” - Preto ; R$ 2.069,10 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 A315-56-330J -I3 1005G1 - W10 Home ; R$ 2.969,10 ;  Data: 14/10/2022 
Apple MacBook Pro 13" (M2 da Apple, com 8 CPU, 10 GPU, 8GB RAM, 256GB SSD) - Prateado ; R$ 13.310,08 ;  Data: 14/10/2022 
Apple MacBook Pro 14"(M1 Pro da Apple com 8 CPU e14 GPU, 16GB RAM, 512GB SSD) - Cinza-espacial ; R$ 25.594,38 ;  Data: 14/10/2022 
Notebook Intel Core i5 4GB RAM 256GB SSD Aspire 5 A514-53-5239 Tela 14" Windows 10 - Acer ; R$ 3.499,00 ;  Data: 14/10/2022 
Notebook Positivo Intel Quad Core 4gb 128gb 14.1 Windows 10 ; R$ 1.799,00 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-3583-AS100P Intel Core - i7 8GB 256GB SSD 15,6” Placa Vídeo 2gb Windows 10 ; R$ 5.849,10 ;  Data: 14/10/2022 
Notebook Acer Aspire 5, Intel Core i3-1115G4, 15,6", Full HD, 4GB, 256GB SSD NVMe, Windows 11 Home, Prata - A515-56-32PG ; R$ 2.799,90 ;  Data: 14/10/2022 
Notebook Samsung Book Intel, Celeron, 4Gb, 500Gb, 15.6 Pol ; R$ 2.247,62 ;  Data: 14/10/2022 
Notebook Compaq Presario CQ-29 Intel Core i5 - 8GB 480GB SSD 15,6” Full HD LED Windows 10 ; R$ 3.149,10 ;  Data: 14/10/2022 
Notebook Intel Core i5 4GB RAM 256GB SSD Aspire 5 A514-53-5239 Tela 14" Windows 10 - Acer ; R$ 3.499,00 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 Intel Core i5-10210U, 8GB RAM, SSD 256GB, 15.6 Full HD, Windows 11 Home, Prata - A515-54-57CS ; R$ 3.829,99 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-3583-AS100P Intel Core - i7 8GB 256GB SSD 15,6” Placa Vídeo 2gb Windows 10 ; R$ 5.849,10 ;  Data: 14/10/2022 
Notebook Acer Aspire 5, Intel Core i3-1115G4, 15,6", Full HD, 4GB, 256GB SSD NVMe, Windows 11 Home, Prata - A515-56-32PG ; R$ 2.799,90 ;  Data: 14/10/2022 
Notebook 15,6" Book Celeron 6305, 4Gb, HD 500Gb, Linux, Cinza, NP550XDZ-KO4BR SAMSUNG ; R$ 1.948,00 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 A314-35-C236 Intel Celeron N4500 Serie N HD 500 GB 14 " 4 GB RAM Windows 10 H ; R$ 2.429,10 ;  Data: 14/10/2022 
Notebook Positivo Intel Quad Core 4gb 128gb 14.1 Windows 10 ; R$ 1.799,00 ;  Data: 14/10/2022 
Notebook Lenovo Gaming 3i I7 16gb 512 Ssd Gtx1650 4gb W10 - IMP ; R$ 13.795,11 ;  Data: 14/10/2022 
Notebook Dell Vostro V15-3515-M30T 15.6" FHD AMD Ryzen 5 8GB 256GB SSD Windows 11 Cinza Chumbo ; R$ 3.347,10 ;  Data: 14/10/2022 
Notebook Samsung Book 15.6" Full HD Intel Dual Core 4GB DDR4 500GB Windows 11 Branco NP550XDA-KP2BR ; R$ 2.260,15 ;  Data: 14/10/2022 
Notebook Acer Aspire 3, Intel Celeron N4020, 4GB, 128GB SSD NVMe, 15,6", Windows 11 Home, Preto - A315-34-C9WH - bringIT ; R$ 1.949,90 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A515-45-R6KH AMD Ryzen 3-5300U 8GB 256GB Tela 15,6'' Windows 11 ; R$ 3.194,10 ;  Data: 14/10/2022 
Notebook Ultra UB420 Intel Core i3 4GB - 120GB SSD 14,1” Full HD Windows 10 ; R$ 2.429,10 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 Intel Core i5-1035G1, 4GB RAM, SSD 256GB NVMe, 14 HD Ultrafino, UHD Graphics, Windows 10 Home, Prata - A514-53-5239 ; R$ 3.199,99 ;  Data: 14/10/2022 
Notebook Legacy Book, com Windows 10 Home, Processador Intel Quad, 64GB 4GB 14,1 Pol. HD, + Microsoft 365 Personal + 1TB na Nuvem - PC312 - Multilaser ; R$ 1.483,90 ;  Data: 14/10/2022 
Notebook Positivo Motion C41TD - Intel Celeron Dual-Core 4GB 1TB 14” Windows 10 ; R$ 1.889,10 ;  Data: 14/10/2022 
Kit Notebook Dell Inspiron 15 3000 a0500-MM10SC 15.6" FHD AMD Ryzen 5 8GB 256GB SSD Windows 11 Prata + Capa ; R$ 3.432,60 ;  Data: 14/10/2022 
Notebook Acer A515-54-59BU Intel Core i5 8GB - 256GB SSD 15,6” LED Full HD IPS Windows 10 ; R$ 3.419,10 ;  Data: 14/10/2022 
Notebook ideapad Gaming 3i i5-11300H 8GB 512 GB SSD GTX 1650 4GB 15.6" FHD W11 82MG0009BR - Lenovo ; R$ 4.769,10 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 A315-34-C2BV Intel Celeron 4GB 128GB SSD W11 15.6" - Preto ; R$ 1.889,10 ;  Data: 14/10/2022 
Kit Notebook Dell Inspiron 15 3000 a0500-MM10SF 15.6" FHD AMD Ryzen 5 8GB 256GB SSD Windows 11 + Microsoft 365 Prata ; R$ 3.626,10 ;  Data: 14/10/2022 
Notebook Positivo Motion Plus Red Intel Atom 4gb 64gb SSD Q464C ; R$ 1.614,92 ;  Data: 14/10/2022 
Notebook Gamer Dell Alienware M15 R6 i1100 - Full HD 165Hz, i7, 64GB, SSD 1TB, RTX 3070, Win11 ; R$ 20.289,99 ;  Data: 14/10/2022 
Notebook Gamer Dell G15-i1200-M10BP 15.6" FHD 12ª Geração Intel Core i5 8GB 256GB SSD NVIDIA RTX 3050 Win 11 com Mochila ; R$ 6.722,10 ;  Data: 14/10/2022 
Notebook Samsung Book E20 Intel Celeron Dual-Core - 4GB 500GB 15,6” Windows 10 ; R$ 2.969,10 ;  Data: 14/10/2022 
Notebook Intel Pentium 4GB RAM 64GB Multilaser Legacy Book PC311 Windows 10 Home Preto ; R$ 1.401,65 ;  Data: 14/10/2022 
Notebook HP Intel Core i5 8GB 256GB SSD 15,6” - HD + Pacote Office 365 Personal 1 Ano Digital ; R$ 3.454,20 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad 3I-151TL, Intel i3 1115G4, 4GB, SSD 256GB, Tela 15.6" e Windows 11 ; R$ 3.099,00 ;  Data: 14/10/2022 
Notebook Gamer AN515-55-58UJ Nitro 5 Intel Core i5 8GB 1TB+256GB SSD GeForce GTX 4GB 15.6 IPS Windows 11 10ºGer Acer ; R$ 4.745,97 ;  Data: 14/10/2022 
Notebook Gamer Dell G15-i1200-M40P 15.6" FHD 12ª Geração Intel Core i7 16GB 512GB SSD NVIDIA RTX 3060 Windows 11 ; R$ 9.881,10 ;  Data: 14/10/2022 
Notebook Lenovo ThinkPad E14 i5-1135G7 8GB 256GB SSD Windows 11 Pro 20TB002HBO Preto ; R$ 5.759,10 ;  Data: 14/10/2022 
Kit Notebook Dell Inspiron i15-i1100-M70PB 15.6" FHD 11ª Ger Intel Core i7 8GB 256GB SSD NVIDIA GeForce Win 11 + Mochila ; R$ 5.705,10 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 Intel Core i5-10210U, 4GB RAM, SSD 256GB NVMe, 15.6 Full HD, UHD Graphics, Endless, Prata - A515-54-5526 ; R$ 2.999,99 ;  Data: 14/10/2022 
Notebook Positivo Motion Gray Q464CO Intel Quad Core 14,1 Cinza ; R$ 2.255,40 ;  Data: 14/10/2022 
Notebook Acer E15 E-553G-T4TJ ; R$ 2.300,00 ;  Data: 14/10/2022 
Notebook Ultra UB433 Intel Core i3 4GB RAM 120GB HD 14,1 Linux ; R$ 1.362,51 ;  Data: 14/10/2022 
Notebook Asus VivoBook X543UA-DM3459T - Intel Core i3 4GB 256GB SSD 15,6” Full HD LED ; R$ 2.699,10 ;  Data: 14/10/2022 
Notebook Dell Latitude 3420 i5-1135G7 8GB 256GB SSD Tela 14.0 Iris Plus XE Win 10 Pro ; R$ 5.499,99 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 Intel Core i5 10ª 10210U 4.20Ghz 8GB Placa de vídeo Geforce MX 250 2GB GDDR5 SSD 256GB 15.6" Full HD Windows 11 A515-54G-55HW ; R$ 3.391,50 ;  Data: 14/10/2022 
Notebook Ultra UB522 Intel Core i5 8GB - 240GB SSD 15,6” Full HD LCD Windows 10 ; R$ 3.149,10 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro 5 AN515-44-R4KA AMD Ryzen 7 Windows 11 Home 8GB 512GB SSD GTX 1650 15.6' ; R$ 6.299,10 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad S145 81XM0005BR - Intel Core i3 4GB 256GB SSD 15,6” Windows 10 ; R$ 3.149,10 ;  Data: 14/10/2022 
Notebook Asus M515DA-EJ502T AMD Ryzen 5 8GB - 256GB 15,6” Full HD Windows 10 ; R$ 3.284,10 ;  Data: 14/10/2022 
Notebook Positivo Motion Grey 14,1 HD Celeron N3350 128GB 4GB Linux C4128EI ; R$ 1.457,10 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-M35S 15.6" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 11 Prata ; R$ 4.157,10 ;  Data: 14/10/2022 
Notebook Samsung NP550XDA-KV1BR Intel Core i3-1115G4 4GB 1TB HD Tela 15,6" Windows 11 - Cinza ; R$ 3.149,99 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 Ryzen 7-5700U, 8GB RAM, 256GB SSD NVMe, Tela 15.6 IPS Full HD, Windows 11 Home, Prata - A515-45-R760 ; R$ 4.299,99 ;  Data: 14/10/2022 
Notebook M11W Prime 2 em 1 Touch Windows 11 Intel Celeron 11,6 4GB 64GB + Microsoft 365 Personal e 1TB na Nuvem - PC280 - Multilaser ; R$ 1.416,51 ;  Data: 14/10/2022 
Notebook Lenovo Intel Core i3-10110U 15,6" 4gb 256GB SSD W11 ; R$ 3.200,03 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 A315-58-38SD Intel Core i3 11ª Gen Windows 11 Home 4GB 256GB SDD 15.6' FHD ; R$ 3.419,10 ;  Data: 14/10/2022 
Notebook Gamer Gigabyte G5 Intel Core i5-10500H, GeForce RTX 3060, 16GB RAM, SSD 512GB, 15,6' Full HD 240Hz, Win 10 Home - KC-5BR2130SH ; R$ 9.799,99 ;  Data: 14/10/2022 
Notebook X515JA-BR2750W Intel Core i3 4GB 256 GB SSD Tela 15.6 Windons 11 Asus ; R$ 2.170,53 ;  Data: 14/10/2022 
Notebook Samsung Intel Core i5-1135G7, 8GB RAM, SSD 256GB, 15.6 Full HD, Windows 11 Pro, Cinza - NP550XDA-KH6BR ; R$ 3.599,99 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro 5, Intel CoreT i7, NVIDIA GTX 1650, 8GB, 512GB SSD, Windows 11, Tela 17.3" - AN517-52-7 - MAXI - COSI ; R$ 6.478,92 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A515-45G-R46X AMD Ryzen 7 Windows 11 Home 8GB 512GB SSD RX 640 15,6' Full HD ; R$ 4.949,10 ;  Data: 14/10/2022 
Notebook Gamer Dell G15-i1200-U10P 15.6" FHD 12ª Geração Intel Core i5 8GB 256GB SSD NVIDIA RTX 3050 Linux ; R$ 6.236,10 ;  Data: 14/10/2022 
Notebook Samsung Intel Core i5-1135G7, 8GB RAM, SSD 256GB, 15.6 Full HD, Windows 11 Pro, Cinza - NP550XDA-KH6BR ; R$ 3.599,99 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro 5, Intel CoreT i7, NVIDIA GTX 1650, 8GB, 512GB SSD, Windows 11, Tela 17.3" - AN517-52-7 - MAXI - COSI ; R$ 6.478,92 ;  Data: 14/10/2022 
Notebook Gamer Dell G15-i1200-U10P 15.6" FHD 12ª Geração Intel Core i5 8GB 256GB SSD NVIDIA RTX 3050 Linux ; R$ 6.236,10 ;  Data: 14/10/2022 
Notebook Aspire 5 A515-54-57CS Acer Intel Core i5 Tela 15.6” 8GB RAM 256GB SSD ; R$ 6.029,90 ;  Data: 14/10/2022 
Samsung Chromebook Ss Intel Celeron 4Gb Ram 32Gb Ssd 11.6 ; R$ 1.361,24 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino Ideapad 3 15.6 Ryzen 5 5500U 256GB SSD 8GB Linux Cinza - 82MFS00100 ; R$ 3.392,10 ;  Data: 14/10/2022 
Notebook Multilaser Ultra 14” WINDOWS 10 HOME Intel Core I3-7020U 4GB 1TB DE HD - Dell ; R$ 2.999,99 ;  Data: 14/10/2022 
Notebook Ultra, com Windows 11 Home, Intel Celeron, 4GB 120GB SSD, Tela 15,6 + Microsoft 365 Personal com 1TB na Nuvem- UB220 ; R$ 1.798,90 ;  Data: 14/10/2022 
Notebook Gamer Legion 5 R7-5800H 16GB 512GB SSD RTX3050 4GB W11 15.6" Full HD WVA 82QJ0000BR - Lenovo ; R$ 7.999,00 ;  Data: 14/10/2022 
Notebook Gamer Lenovo Intel Core i7 8GB 512GB SSD - 15,6” + Headset Gamer + Mouse Gamer ; R$ 5.380,11 ;  Data: 14/10/2022 
Notebook ASUS X515MA-BR765W Intel Celeron Dual Core N4020 4GB 256GB SSD W11 15,6" LED Backlit Cinza ; R$ 2.049,18 ;  Data: 14/10/2022 
Notebook LG Gram Intel Core i7-1165G7, 16GB RAM, 512GB SSD M.2 NVMe, 17' IPS, Iris Xe Graphics, Windows 10 Home, Preto - 17Z90P-G.BH71P2 ; R$ 8.999,99 ;  Data: 14/10/2022 
Notebook IdeaPad Gaming 3i Core i5 8gb 256gb Ssd Linux Azul - Lenovo ; R$ 4.655,03 ;  Data: 14/10/2022 
Notebook Compaq Presario 452 14.1 HD I5-6287U 1TB 8GB Linux ; R$ 2.610,00 ;  Data: 14/10/2022 
Notebook 14" Legacy PC312 Pentium, 4GB, 64GB, Windows 10 + Microsoft 365 Personal MULTILASER ; R$ 1.539,40 ;  Data: 14/10/2022 
Notebook Asus, Intel Core i3 1115G4, 4GB, 256GB SSD, Tela de 15,6", Cinza - X515EA-EJ1320T ; R$ 2.699,00 ;  Data: 14/10/2022 
Kit Notebook Dell Inspiron 15 3000 a0700-MM20SF 15.6" FHD AMD Ryzen 7 8GB 256GB SSD Windows 11 + Microsoft 365 Prata ; R$ 3.995,10 ;  Data: 14/10/2022 
Notebook ASUS VivoBook K513EA-L13522W OLED Core i7 16GB 512GB SSD W11 15,6" OLED Full HD Black ; R$ 6.149,18 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A514-54-54LT Intel Core i5 11ª Gen Windows 10 Home 8GB 256GB SSD 14' Full HD ; R$ 4.099,99 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 3000 Intel Core i5 - 8GB 256GB SSD 15,6” Full HD Windows 11 ; R$ 7.252,25 ;  Data: 14/10/2022 
Notebook 15,6" IdeaPad 3i Celeron N4020, 4Gb, SSD 128GB, Linux, Prata, 82BUS00100 LENOVO ; R$ 1.898,87 ;  Data: 14/10/2022 
Notebook Positivo Motion C4120F 128 GB ; R$ 1.849,00 ;  Data: 14/10/2022 
Notebook Philco Tela 14 120gb Ssd 4gb Ram Windows 10 Bivolt ; R$ 1.875,15 ;  Data: 14/10/2022 
Apple MacBook Pro 14" (M1 Pro da Apple com 8 CPU e 14 GPU, 16 GB RAM, 512 GB SSD) - Prateado ; R$ 22.214,68 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A514-54-385S Intel Core i3 11ª Gen Windows 11 Home 4GB 256GB SDD 14' Full HD ; R$ 3.419,10 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad 3i Intel Celeron N4020 Dual Core, 4GB, SSD 128GB, Windows 11, 15.6, Prata - 82BU0006BR ; R$ 1.938,47 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 3000 I15 - Intel Core i3 10a. Geração 4GB 128GB 15,6” Windows 11 ; R$ 3.449,90 ;  Data: 14/10/2022 
Notebook Samsung Book I3 8GB 256GB SSD 15.6 Windows 11 Cinza Chumbo ; R$ 3.491,03 ;  Data: 14/10/2022 
Notebook Vaio FE15 VJFE53F11X-B0711H - Intel Core i7 8GB 256GB SSD 15,6” LED Windows 10 ; R$ 4.499,10 ;  Data: 14/10/2022 
Notebook Legacy, com Windows 10 Home, Processador Intel Dual Core, 4GB, Tela HD 14 Pol, Preto - PC201 - Multilaser ; R$ 1.348,90 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Celeron 8GB 500GB - 15,6” Full HD Windows 11 NP550XDA-KP1BR ; R$ 2.350,00 ;  Data: 14/10/2022 
Notebook Samsung Intel Core i5-1135G7, 8GB, 256GB SSD, Tela de 15,6", NVIDIA MX450, Branco - NP550XDA-XH1BR ; R$ 3.533,99 ;  Data: 14/10/2022 
Notebook Vaio FE14 14 FHD i5-10210U SSD 256GB 8GB Linux Debian 10 VJFE42F11X-B0361H ; R$ 3.293,10 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Core i3 4GB - 256GB SSD 15,6” Full HD Windows 11 NP550XDA-KV3BR ; R$ 2.749,99 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 3000 Series 3501 - Intel Core i5 8GB 256GB SSD 15,6” Windows 11 ; R$ 6.953,22 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 A315-56-3090 Intel Core i3 - 8GB 256GB SSD 15,6” LED Windows 10 ; R$ 3.199,00 ;  Data: 14/10/2022 
Notebook Samsung Book X30 Intel Core i5 8GB 1TB - 15,6” Windows 10 ; R$ 4.499,10 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 i1101-A60S 15.6” Full HD 11ª geração Intel Core i7 16GB 512GB SSD NVIDIA Geforce Windows 11 ; R$ 5.939,10 ;  Data: 14/10/2022 
Notebook IdeaPad 3i-15IML 82BS000JBR Intel Core i3-10110U 4GB RAM 256GB HD 15,6 Windows 11 Lenovo ; R$ 2.271,51 ;  Data: 14/10/2022 
Notebook Samsung Book 15.6" Full HD, Celeron 6305, 4GB RAM, 128GB SSD, W11, NP550XDA-KP7BR, Cinza ; R$ 3.229,04 ;  Data: 14/10/2022 
Notebook HP 250-G8, Intel Core i3, 4GB, 128GB SSD, Tela de 15", 4N0Z7LA ; R$ 2.913,06 ;  Data: 14/10/2022 
Notebook Positivo Motion Plus Intel Atom 4gb 64gb SSD Q464C ; R$ 1.529,92 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3 AMD Ryzen 7 8gb 256gb Windows 11 15,6" ; R$ 4.149,90 ;  Data: 14/10/2022 
Notebook ASUS Vivobook Pro 15 K3500PC-KJ391W Intel i5 11300H 16GB 512GB SSD RTX3050 W11 15,6" Prata ; R$ 6.149,18 ;  Data: 14/10/2022 
Notebook VAIO FE14 Intel Core i5-10210U Windows 11 Home 8GB 256GB SSD Full HD - Cinza Escuro ; R$ 3.314,15 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A514-54-56HA Intel Core i5 11ª Gen Windows 11 Home 8GB 512GB SDD 14' Full HD ; R$ 5.399,10 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 3000 a0500-UM10S 15.6" FHD AMD Ryzen 5 8GB 256GB SSD Linux Prata ; R$ 3.761,05 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 15.6 FHD Celeron N4020 128GB SSD 4GB Win 11 Home Preto - A315-34-C9WH ; R$ 1.799,10 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-M58S 15.6" Full HD 11ª Geração Intel Core i5 16GB 512GB SSD Windows 11 Prata ; R$ 4.742,10 ;  Data: 14/10/2022 
Notebook ASUS E510MA-BR701X Intel Celeron Dual Core N4020 4GB 128GB W11 15,6" LED-backlit Azul ; R$ 1.967,18 ;  Data: 14/10/2022 
Notebook Multilaser M11w 2gb Ram Win10 32gb Quad 11,6" Nb258 ; R$ 1.529,10 ;  Data: 14/10/2022 
Notebook Positivo Motion C4128Ei Intel Celeron Dual-Core Linux 14" - Vermelho ; R$ 1.444,15 ;  Data: 14/10/2022 
Notebook ASUS X515EA-EJ1320 Intel Core i3 1005G1 4GB 256GB SSD Linux 15,6" Cinza ; R$ 2.377,18 ;  Data: 14/10/2022 
Notebook Lenovo V14 i3-1115G4 8GB 256GB SSD W11 Home 14" HD 82NM0010BR Preto ; R$ 2.931,30 ;  Data: 14/10/2022 
Notebook Samsung NP550 15,6 Polegadas 256GB 4GB RAM ; R$ 2.090,92 ;  Data: 14/10/2022 
MacBook Air Apple 13,3”, 8GB, SSD 256GB, Processador M1, Prata - MGN93BZ/A ; R$ 13.258,98 ;  Data: 14/10/2022 
Kit Notebook Dell Inspiron 15 3000 a0500-MM10PB 15.6" FHD AMD Ryzen 5 8GB 256GB SSD Windows 11 Preto + Mochila ; R$ 3.482,10 ;  Data: 14/10/2022 
Kit Notebook Dell Inspiron 15 3000 a0500-MM10PB 15.6" FHD AMD Ryzen 5 8GB 256GB SSD Windows 11 Preto + Mochila ; R$ 3.482,10 ;  Data: 14/10/2022 
Notebook Positivo Motion Grey 14 HD ATOM Z8350 128GB eMMC 4GB Win 10H Q4128C-S ; R$ 1.498,50 ;  Data: 14/10/2022 
Notebook ASUS VivoBook X513EA-EJ3012W Intel Core i7 1165G7 8GB 256GB SSD W11 15,6" LED-backlit Preto ; R$ 4.017,18 ;  Data: 14/10/2022 
Notebook ASUS E410MA-BV1870X Intel Celeron Dual Core N4020 4GB 128GB SSD W11 14" Peacock Blue ; R$ 2.377,18 ;  Data: 14/10/2022 
Notebook Vaio FE15 15.6 Pol i5-10210U 256Gb SSD 8GB Win10 Cinza - Positivo ; R$ 4.122,42 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad 3i Celeron 4GB 128GB SSD Linux 15.6" 82BUS00100 ; R$ 2.069,10 ;  Data: 14/10/2022 
Notebook Gamer Dell G15-i1200-M20P 15.6" FHD 12ª Geração Intel Core i5 8GB 512GB SSD NVIDIA RTX 3050 Windows 11 ; R$ 6.254,10 ;  Data: 14/10/2022 
Notebook Acer Chromebook Intel 2.8GHz 4GB RAM 32GB SSD Chrome OS Tela 11.6 ; R$ 2.414,33 ;  Data: 14/10/2022 
Notebook HP 250 G7 Intel Core i5 8GB 256GB SSD - 15,6” LED Windows 10 ; R$ 3.509,10 ;  Data: 14/10/2022 
Notebook Asus VivoBook, Intel Core i3 7020U, 4GB, 256GB SSD, Tela de 15,6", Windows 10, Cinza Escuro - X543UA-GQ343 ; R$ 2.799,00 ;  Data: 14/10/2022 
Notebook Gamer Lenovo Gaming 3 Intel Core i5-11300H, GeForce GTX1650, 8GB RAM, SSD 512GB, 15.6 Full HD, Windows 11, Preto - 82MG0009BR ; R$ 4.999,99 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro, Intel CoreT i7, NVIDIA GTX 1650, 8GB, 512GB SSD, Windows 11, Tela de 15,6 - AN515-55- ; R$ 5.830,92 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A515-54-76NA Intel Core i7 8GB 512GB SSD Linux 15.6” - Prata ; R$ 4.469,00 ;  Data: 14/10/2022 
Notebook Asus X515JF-EJ389W Core i5 8GB 512GB SSD W11 15,6" FHD Placa de vídeo NVIDIA MX130 cinza ; R$ 3.443,18 ;  Data: 14/10/2022 
Notebook ASUS X515JF-EJ360W Intel Core i5 1035G1 8GB 256GB SSD W11 15,6" Cinza ; R$ 3.739,00 ;  Data: 14/10/2022 
Notebook ideapad Gaming 3i i5-10300H 8GB 256GBSSD GTX 1650 4GB 15.6" FHD WVA Linux 82CGS00100 - Lenovo ; R$ 4.319,10 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro 5 AN515-54-58CL Intel Core i5 8GB 1TB HD 128GB SSD GTX 1650 15.6' Endless ; R$ 5.219,10 ;  Data: 14/10/2022 
Notebook Asus Intel Celeron 4GB 128GB W11 Pro 15,6" Preto E510MA-BR702X ; R$ 2.049,99 ;  Data: 14/10/2022 
Notebook M11W Prime 2 em 1 Windows 11 Home Intel Celeron Tela 11,6 Pol + Microsoft 365 Personal e 1TB na Nuvem - PC280 - Multilaser ; R$ 1.416,51 ;  Data: 14/10/2022 
Notebook Ryzen 5 8GB RAM 256GB SSD IdeaPad S145-15API Tela 15.6" Windows 10 - Lenovo ; R$ 3.399,15 ;  Data: 14/10/2022 
Notebook Acer Aspire 15,6 Pol Intel Core I3 4GB 256GB SSD Win11 ; R$ 2.804,92 ;  Data: 14/10/2022 
